riskCategory,neighborhood,address,city,state,year,stories,retrofitLevel,occupancyType,occupantLoad,confirmationSource,FID,x,y
M,Mt. Baker/North Rainier,2300 S Massachusetts St,Seattle,Washington,1900,3,Sub Alt,C/R,3,PR,774,-122.301768711672,47.5883869508036
C,Mt. Baker/North Rainier,3013 S Mt Baker Blvd,Seattle,Washington,1912,4,Permit,S,3,PR,775,-122.293397679848,47.5765267872887
M,Mt. Baker/North Rainier,3201 Hunter Blvd S,Seattle,Washington,1924,2,No visible,C,3,GSV,776,-122.285129743178,47.5749799699794
M,North Beacon Hill/Jefferson Park,1407 S Dearborn St,Seattle,Washington,1921,1,No visible,O,1,Ph,777,-122.313680330118,47.5958019912102
M,North Beacon Hill/Jefferson Park,1501 S Dearborn St,Seattle,Washington,1920,1,Permit,C,1,Ph,778,-122.312338816616,47.5958019912102
H,North Beacon Hill/Jefferson Park,1722 S Forest St,Seattle,Washington,1948,2,No visible,P,3,SIM,779,-122.309698912337,47.5778762881975
M,North Beacon Hill/Jefferson Park,1811 Rainier Ave S,Seattle,Washington,1928,1,No visible,C/O,2,GSV,780,-122.304646382039,47.5867482294074
M,North Beacon Hill/Jefferson Park,2507 Beacon Ave S,Seattle,Washington,1928,1,No visible,C,2,PR,781,-122.313553288574,47.5806770336802
M,North Beacon Hill/Jefferson Park,2541 15th Ave S,Seattle,Washington,1929,2,No visible,R,2,Field,782,-122.313460047041,47.5796199067003
H,North Beacon Hill/Jefferson Park,2801 15th Ave S,Seattle,Washington,1931,2,No visible,P,3,GSV,783,-122.313390115891,47.5784893518099
M,North Beacon Hill/Jefferson Park,800 Rainier Ave S,Seattle,Washington,1925,1,No visible,C,1,SIM,784,-122.311322482466,47.5956003565814
C,North Capitol Hill,1058 E Mercer St,Seattle,Washington,1919,3,Permit,S,3,GSV,785,-122.318329591414,47.6242768199765
M,North Capitol Hill,1112 Broadway E,Seattle,Washington,1922,4,No visible,R,2,GSV,786,-122.321218916524,47.6290997435144
M,North Capitol Hill,1132 10th Ave E,Seattle,Washington,1917,4,No visible,R,2,Ph,787,-122.320168782364,47.6296195650919
H,North Capitol Hill,1400 E Prospect St,Seattle,Washington,1906,4,No visible,G,1,Field,788,-122.313309695113,47.6284167483162
M,North Capitol Hill,1508 10th Ave E,Seattle,Washington,1923,3,No visible,R,2,GSV,789,-122.320058057818,47.6326522496658
M,North Capitol Hill,614 Broadway E,Seattle,Washington,1927,1,No visible,C,2,Field,790,-122.320928701398,47.6247406969626
H,North Capitol Hill,618 Broadway E,Seattle,Washington,1921,1,Permit,P,3,PR,791,-122.320893736273,47.6249458283468
C,North Capitol Hill,710 E Roy St,Seattle,Washington,1921,3,No visible,S,3,SIM,792,-122.322949714057,47.6251369737526
M,North Capitol Hill,921 11th Ave E,Seattle,Washington,1922,4,No visible,R,2,GSV,793,-122.318099983824,47.6275297873614
M,North Capitol Hill,933 11th Ave E,Seattle,Washington,1924,4,Permit,R,2,GSV,794,-122.318090659311,47.6278106778489
M,North Delridge,1128 SW Spokane St,Seattle,Washington,1926,2,No visible,I,2,GSV,795,-122.351487480241,47.5717270026333
M,North Delridge,3214 SW Spokane St,Seattle,Washington,1926,1,No visible,G,1,GSV,796,-122.373948223478,47.5720253758908
H,North Delridge,4408 Delridge Way SW,Seattle,Washington,1917,4,Sub Alt,R,2,GSV,797,-122.363329167538,47.5637898087707
M,Northgate/Maple Leaf,1020 NE 82nd St,Seattle,Washington,,1,No visible,G,1,,798,-122.316729331668,47.688556434336
M,Northgate/Maple Leaf,1200 NE 82nd St,Seattle,Washington,1910,1,Permit,G,1,PR,799,-122.314919278473,47.6885471103098
M,Northgate/Maple Leaf,8511 15th Ave NE,Seattle,Washington,1928,2,No visible,V,,PR,800,-122.312260726068,47.6907406196901
M,Northgate/Maple Leaf,9412 Roosevelt Way NE,Seattle,Washington,1928,1,No visible,C,2,GSV,801,-122.317568506366,47.69725937524
M,Olympic Hills/Victory Heights,2611 NE 125th St,Seattle,Washington,1931,2,No visible,O,3,GSV,802,-122.299509933822,47.7192818826955
M,PS/CID,1 Yesler Way,Seattle,Washington,1911,3,Permit,C/O,2,GSV,803,-122.33607813559,47.6017414831361
H,PS/CID,100 6th Ave S,Seattle,Washington,1903,5,Visible,R,2,Ph,804,-122.326348371357,47.6014524340673
M,PS/CID,1001 S Jackson St,Seattle,Washington,1915,1,Permit,C,2,GSV,805,-122.319399538816,47.5991820003726
M,PS/CID,1005 S King St,Seattle,Washington,1914,1,No visible,C,2,GSV,806,-122.319199068981,47.5983125222523
M,PS/CID,1019 S Jackson St,Seattle,Washington,1932,2,No visible,C/O,2,PR,807,-122.318789971709,47.5991820003726
M,PS/CID,102 Occidental Ave S,Seattle,Washington,1900,6,No visible,C/O,3,Field,808,-122.332828665103,47.6013708478507
H,PS/CID,104 1st Ave S,Seattle,Washington,1902,4,Visible,C/O,3,Field,809,-122.334128220095,47.6014197997171
M,PS/CID,1041 S King St,Seattle,Washington,1911,1,No visible,C,3,GSV,810,-122.317789955456,47.5983125222523
M,PS/CID,1043 S Jackson St,Seattle,Washington,1921,1,No visible,C,2,PR,811,-122.317619789389,47.5991820003726
H,PS/CID,105 1st Ave S,Seattle,Washington,1900,4,No visible,C/R,3,Field,812,-122.334209805987,47.6015095448883
M,PS/CID,107 Occidental Ave S,Seattle,Washington,1900,1,Visible,C,3,Field,813,-122.332910250995,47.6014186343123
H,PS/CID,108 S Washington St,Seattle,Washington,1900,4,No visible,C/O,3,GSV,814,-122.33384966061,47.6009162952144
M,PS/CID,109 Yesler Way,Seattle,Washington,1890,3,Permit,C,2,Field,815,-122.333430072812,47.6017123451609
H,PS/CID,111 1st Ave S,Seattle,Washington,1900,6,Permit,C/R,3,Field,816,-122.334209805987,47.6012496339986
M,PS/CID,111 Yesler Way,Seattle,Washington,1890,3,Visible,C,2,GSV-R,817,-122.333200465222,47.6017123451609
M,PS/CID,112 1st Ave S,Seattle,Washington,1906,3,Visible,C/O,2,Field,818,-122.334128220095,47.6012997513858
H,PS/CID,114 Alaskan Way S,Seattle,Washington,1902,6,Visible,Mixed,3,Field,819,-122.335700507201,47.6011179299524
M,PS/CID,115 Occidental Ave S,Seattle,Washington,1900,1,Visible,C,2,Field,820,-122.332910250995,47.6012379787009
M,PS/CID,116 S Washington St,Seattle,Washington,1900,2,Visible,C/O,2,GSV,821,-122.333439397325,47.6009162952144
M,PS/CID,117 S Main St,Seattle,Washington,1902,4,Visible,O,3,Field,822,-122.333389280315,47.600011851347
M,PS/CID,118 S Washington St,Seattle,Washington,1900,2,Permit,C/O,2,GSV,823,-122.333369466175,47.6009162952144
H,PS/CID,119 1st Ave S,Seattle,Washington,1900,6,Visible,O,3,Field,824,-122.334209805987,47.601018860801
M,PS/CID,122 S Jackson St,Seattle,Washington,1900,3,Visible,C,3,Field,825,-122.333279720885,47.5992472700273
H,PS/CID,124 S Washington St,Seattle,Washington,1900,1,Permit,P,3,PR,826,-122.333149183098,47.6009162952144
H,PS/CID,164 S Washington St,Seattle,Washington,1900,1,Permit,P,3,Field,827,-122.331968510252,47.6009069706747
M,PS/CID,173 S Washington St,Seattle,Washington,1900,1,Sub Alt,C,2,Field,828,-122.331809999825,47.6008417018791
H,PS/CID,200 5th Ave S,Seattle,Washington,1910,5,Visible,R,3,GSV,829,-122.327598974454,47.6007193219865
M,PS/CID,201 1st Ave S,Seattle,Washington,1900,3,Permit,C/O,2,Field,830,-122.334209805987,47.6006995080202
H,PS/CID,201 S Washington St,Seattle,Washington,1905,2,Sub Alt,P,3,Field,831,-122.331369432772,47.6008417018791
H,PS/CID,202 1st Ave S,Seattle,Washington,1909,3,Sub Alt,P,3,Field,832,-122.334128220095,47.6007088325969
M,PS/CID,204 3rd Ave S,Seattle,Washington,1905,4,Visible,C/R,3,Field,833,-122.330228389105,47.6006995080202
M,PS/CID,205 3rd Ave S,Seattle,Washington,1890,4,Permit,O,3,Field,834,-122.330309974997,47.6007099980174
H,PS/CID,206 1st Ave S,Seattle,Washington,1903,5,Sub Alt,C/O,3,Field,835,-122.334128220095,47.6005794592476
M,PS/CID,206 3rd Ave S,Seattle,Washington,1904,4,Visible,O,2,Field,836,-122.330228389105,47.60056896983
M,PS/CID,207 1st Ave S,Seattle,Washington,1900,3,Permit,C/O,2,Field,837,-122.334209805987,47.6005794592476
M,PS/CID,207 2nd Ave S,Seattle,Washington,1900,1,Permit,C,2,Field,838,-122.331630510143,47.6005386663831
M,PS/CID,209 1st Ave S,Seattle,Washington,1900,3,Permit,C/O,2,GSV,839,-122.334209805987,47.6005002043372
M,PS/CID,210 3rd Ave S,Seattle,Washington,1904,5,Permit,C/R,2,Field,840,-122.330228389105,47.6004489213635
M,PS/CID,211 1st Ave S,Seattle,Washington,1900,3,Permit,C/R,2,Field,841,-122.334220295615,47.6004197832741
M,PS/CID,211 S Washington St,Seattle,Washington,1936,2,Visible,O,2,GSV,842,-122.330729562795,47.6008417018791
H,PS/CID,212 Alaskan Way S,Seattle,Washington,1914,5,Sub Alt,R,3,Field,843,-122.335538499632,47.6003894797408
M,PS/CID,213 1st Ave S,Seattle,Washington,1900,3,Visible,C/R,2,Field,844,-122.334220295615,47.6003300380506
M,PS/CID,213 S Main St,Seattle,Washington,1900,1,No visible,V,2,Field,845,-122.330679444887,47.600011851347
H,PS/CID,216 1st Ave S,Seattle,Washington,1900,4,Visible,C/O,3,Field,846,-122.334138709722,47.6003685002215
H,PS/CID,217 2nd Ave S,Seattle,Washington,1900,4,Visible,C/R,2,Field,847,-122.331620019617,47.6003393620873
H,PS/CID,219 1st Ave S,Seattle,Washington,1900,4,Visible,C/O,2,Field,848,-122.334220295615,47.6002099896416
M,PS/CID,219 S Washington St,Seattle,Washington,1900,3,Sub Alt,C/R,2,GSV,849,-122.330589699597,47.6008417018791
H,PS/CID,220 2nd Ave S,Seattle,Washington,1900,5,Sub Alt,C/O,2,Field,850,-122.331538433725,47.6002496173316
H,PS/CID,220 3rd Ave S,Seattle,Washington,1905,2,Sub Alt,P,3,SIM,851,-122.330228389105,47.6002496173316
H,PS/CID,222 2nd Av Et S,Seattle,Washington,1906,4,Permit,C/O,2,Field,852,-122.329447436916,47.6035694469003
M,Queen Anne,2135 Queen Anne Ave N,Seattle,Washington,1947,1,No visible,C,2,GSV,853,-122.356989902105,47.638189636833
M,Univ Dist,6300 Roosevelt Way NE,Seattle,Washington,1930,1,No visible,C/R,2,SIM,854,-122.317308595008,47.6742904648002
M,PS/CID,301 1st Ave S,Seattle,Washington,1900,3,Permit,Mixed,3,Field,855,-122.334220295615,47.599699491741
M,Queen Anne,2201 Queen Anne Ave N,Seattle,Washington,1911,1,No visible,C,2,Field,856,-122.356989902105,47.6385206443582
M,PS/CID,301 Occidental Ave S,Seattle,Washington,1902,4,Permit,C/O,3,PR,857,-122.332930065135,47.600018843963
C,Wallingford,120 NE 54th St,Seattle,Washington,1913,3,Sub Alt,S,3,GSV,858,-122.326609447829,47.6679173995236
M,Queen Anne,2205 Queen Anne Ave N,Seattle,Washington,1928,1,No visible,C,2,PR,859,-122.356989902105,47.6386803208308
M,PS/CID,303 12th Ave S,Seattle,Washington,1920,1,No visible,C,2,GSV,860,-122.317230505359,47.5999011269286
M,Queen Anne,2215 Queen Anne Ave N,Seattle,Washington,1922,1,No visible,C,2,Ph,861,-122.356980577592,47.6389204181198
M,Wallingford,1307 N 46th St,Seattle,Washington,1924,1,No visible,C,2,GSV,862,-122.341709930126,47.6620921288808
M,PS/CID,304 Alaskan Way S,Seattle,Washington,1900,3,No visible,C,2,Field,863,-122.33552917512,47.5997297950682
M,Queen Anne,232 1st Ave N,Seattle,Washington,1923,1,Permit,C,2,GSV,864,-122.355398966872,47.62076860329
M,PS/CID,306 6th Ave S,Seattle,Washington,1914,7,Permit,Mixed,3,GSV,865,-122.326319233602,47.599689002147
M,Wallingford,1701 N 45th St,Seattle,Washington,1925,3,Permit,C/R,2,PR,866,-122.337089807483,47.6613520234162
H,Queen Anne,25 W Highland Dr,Seattle,Washington,1926,5,No visible,R,2,GSV,867,-122.357599469212,47.6295321510944
H,PS/CID,307 3rd Ave S,Seattle,Washington,1906,5,Permit,C/O,3,Field,868,-122.330300651383,47.5997297950682
M,Queen Anne,25 W Roy St,Seattle,Washington,1914,5,No visible,R,3,GSV,869,-122.35762977298,47.6257022511258
H,PS/CID,308 Occidental Ave S,Seattle,Washington,1908,5,Permit,C/O,3,Field,870,-122.332844733268,47.5998975445981
M,Wallingford,1723 N 45th St,Seattle,Washington,1926,2,No visible,C/R,3,GSV,871,-122.336571395123,47.661350879313
M,Queen Anne,2553 Westlake Ave N,Seattle,Washington,1925,1,No visible,I,1,GSV,872,-122.344503682575,47.643558023288
H,PS/CID,310 1st Ave S,Seattle,Washington,1900,4,Permit,C/O,3,Field,873,-122.334138709722,47.5997892368347
M,Wallingford,1820 N 45th St,Seattle,Washington,1922,1,Visible,C,2,GSV,874,-122.335489547738,47.661406802393
H,Queen Anne,2555 8th Ave W,Seattle,Washington,1926,1,No visible,P,3,PR,875,-122.367620613686,47.6423517100442
M,PS/CID,311 1st Ave S,Seattle,Washington,1900,3,Visible,C/O,2,Field,876,-122.334220295615,47.5996598642401
M,Queen Anne,2555 Westlake Ave N,Seattle,Washington,1926,2,Sub Alt,Mixed,2,GSV,877,-122.344634220362,47.6437072102569
M,PS/CID,311 6th Ave S,Seattle,Washington,1926,2,No visible,C/R,3,GSV,878,-122.326399654379,47.5994489045347
M,Wallingford,1912 N 45th St,Seattle,Washington,1923,1,No visible,C,2,Ph,879,-122.334749441945,47.661406802393
C,Queen Anne,2919 1st Ave W,Seattle,Washington,1914,1,Sub Alt,S,3,PR,880,-122.358179898565,47.6462596996605
M,PS/CID,311 Occidental Ave S,Seattle,Washington,1900,3,No visible,C/O,3,Field,881,-122.332930065135,47.5997088158902
C,Queen Anne,3 W Cremora St,Seattle,Washington,1925,1,Permit,S,2,PR,882,-122.329447436916,47.6035694469003
M,Wallingford,1920 N 45th St,Seattle,Washington,1927,1,No visible,C,3,Ph,883,-122.3340792682,47.661406802393
M,PS/CID,312 1st Ave S,Seattle,Washington,1900,3,Permit,C/O,2,GSV,884,-122.334139362798,47.5994494927107
M,Wallingford,2104 N 45th St,Seattle,Washington,1929,1,Sub Alt,C,2,GSV,885,-122.333428907697,47.661406802393
M,Queen Anne,303 Nickerson St,Seattle,Washington,1920,1,No visible,O,1,SIM,886,-122.351011948062,47.6466839494367
M,PS/CID,312 2nd Ave S,Seattle,Washington,1900,3,Sub Alt,Mixed,3,Field,887,-122.331538433725,47.5995398155048
M,Queen Anne,307 Nickerson St,Seattle,Washington,1922,2,No visible,C,2,SIM,888,-122.35090238953,47.6466338319681
H,Wallingford,2115 N 45th St,Seattle,Washington,1920,1,No visible,P,3,PR,889,-122.332999996285,47.6613520234162
H,PS/CID,313 1st Ave S,Seattle,Washington,1900,4,Visible,C/O,2,Field,890,-122.334220295615,47.5995596293045
M,Ravenna/Bryant,2814 NE 55th St,Seattle,Washington,1925,1,No visible,R,1,GSV,891,-122.296549511549,47.6685269665458
M,Queen Anne,312 W Republican St,Seattle,Washington,1928,2,No visible,C/R,2,GSV,892,-122.361158968965,47.6233269208494
M,Wallingford,4135 Stone Way N,Seattle,Washington,1912,1,No visible,C,2,GSV,893,-122.342349801001,47.6577307514471
M,Queen Anne,319 Nickerson St,Seattle,Washington,1918,1,Visible,C,2,Field,894,-122.350391891327,47.6463832451143
M,Ravenna/Bryant,2818 NE 55th St,Seattle,Washington,1924,1,No visible,C,2,GSV,895,-122.296379345481,47.6685269665458
H,PS/CID,313 2nd Av Et S,Seattle,Washington,1905,4,Sub Alt,O,3,PR,896,-122.329447436916,47.6035694469003
M,Univ Dist,4203 Brooklyn Ave NE,Seattle,Washington,1925,4,No visible,R,2,GSV,897,-122.314390132143,47.6585104845278
M,Wallingford,4136 Meridian Ave N,Seattle,Washington,1924,3,No visible,R,2,GSV,898,-122.333738936065,47.6576783029657
C,Queen Anne,3307 3rd Ave W,Seattle,Washington,1891,4,Sub Alt,S,3,GSV,899,-122.36093052649,47.6490499558242
M,PS/CID,315 2nd Ave S,Seattle,Washington,1900,3,Sub Alt,C/O,3,Field,900,-122.331620019617,47.5995281604319
M,Ravenna/Bryant,2906 NE 55th St,Seattle,Washington,1930,1,No visible,C,2,PR,901,-122.295728985877,47.6685269665458
M,Univ Dist,4209 University Way NE,Seattle,Washington,1923,2,No visible,C,3,GSV,902,-122.313219949823,47.6586608364822
C,Queen Anne,3307 3rd Ave W,Seattle,Washington,1940,2,No visible,S,3,GSV,903,-122.36093052649,47.6490499558242
C,Wallingford,4400 Interlake Ave N,Seattle,Washington,1906,3,Permit,S,3,GSV,904,-122.34063881671,47.6599487369288
H,PS/CID,315 3rd Ave S,Seattle,Washington,1902,4,No visible,C,3,GSV,905,-122.330300651383,47.5994489045347
M,Ravenna/Bryant,3412 NE 65th St,Seattle,Washington,1945,1,No visible,P,2,WC,906,-122.290859441504,47.6758172964268
M,Univ Dist,4214 Roosevelt Way NE,Seattle,Washington,1924,1,No visible,C,3,GSV,907,-122.317728182806,47.6588170164972
M,Wallingford,4401 Wallingford Ave N,Seattle,Washington,1924,1,No visible,C,2,Field,908,-122.336229653531,47.6604697242655
M,PS/CID,315 Maynard Ave S,Seattle,Washington,1910,4,No visible,R,3,GSV,909,-122.32508960976,47.5995188362506
M,Queen Anne,371 Ward St,Seattle,Washington,1912,1,No visible,G,1,SIM,910,-122.349283397216,47.6279207486723
C,Univ Dist,4216 Memorial Way NE,Seattle,Washington,1895,3,Sub Alt,S,3,PR,911,-122.309625330434,47.658988406471
M,Ravenna/Bryant,4600 22nd Ave NE,Seattle,Washington,1927,3,No visible,R,2,WC,912,-122.30440045745,47.6620606595229
M,Wallingford,4411 Wallingford Ave N,Seattle,Washington,1938,1,No visible,C,2,PR,913,-122.336229653531,47.6606690280868
H,PS/CID,316 1st Ave S,Seattle,Washington,1905,7,Visible,Mixed,3,Field,914,-122.334138709722,47.5994593941769
M,Queen Anne,401 Queen Anne Ave N,Seattle,Washington,1919,1,No visible,O,2,PR,915,-122.356790598282,47.6223408907722
M,Univ Dist,4216 University Way NE,Seattle,Washington,1914,2,No visible,C,3,GSV,916,-122.313129039418,47.6587785543567
H,PS/CID,316 Occidental Ave S,Seattle,Washington,1900,5,Permit,C/O,3,Field,917,-122.332844168228,47.5998449871668
M,Wallingford,4512 Stone Way N,Seattle,Washington,1900,2,No visible,C/R,2,GSV,918,-122.342060751889,47.6619511004638
M,Queen Anne,405 Prospect St,Seattle,Washington,1930,4,Permit,R,2,GSV,919,-122.348569017376,47.628881790891
M,Ravenna/Bryant,5520 Ravenna Ave NE,Seattle,Washington,,1,No visible,G,1,,920,-122.303848928697,47.6687895126621
M,Univ Dist,4217 University Way NE,Seattle,Washington,1941,1,No visible,C,3,GSV,921,-122.313210625311,47.6589312374155
C,Wallingford,4649 Sunnyside Ave N,Seattle,Washington,1906,5,Permit,S,3,PR,922,-122.330180602325,47.6634604498125
M,Queen Anne,406 W Garfield St,Seattle,Washington,1913,2,Visible,G,2,GSV,923,-122.36273941457,47.6335473691312
H,Ravenna/Bryant,5801 Sand Point Way NE,Seattle,Washington,,3,No visible,P,3,PR,924,-122.270166792053,47.6707845799551
H,PS/CID,318 2nd Av Et S,Seattle,Washington,1904,6,Permit,R,3,GSV,925,-122.329447436916,47.6035694469003
M,Univ Dist,4235 Brooklyn Ave NE,Seattle,Washington,1928,3,No visible,R,2,Field,926,-122.314359828376,47.6593904522608
M,Wallingford,4701 Roosevelt Way NE,Seattle,Washington,1927,1,No visible,C,3,GSV,927,-122.317460112949,47.6633089319247
C,Queen Anne,411 Boston St,Seattle,Washington,1922,1,Sub Alt,S,3,GSV,928,-122.348968791034,47.6382024575605
H,Ravenna/Bryant,6215 33rd Ave NE,Seattle,Washington,1930,2,No visible,P,3,Field,929,-122.292230093659,47.6745597002408
M,Univ Dist,4235 University Way NE,Seattle,Washington,1922,1,No visible,C,2,GSV,930,-122.313200135683,47.6592004728314
H,PS/CID,319 2nd Ave S,Seattle,Washington,1889,3,Permit,P,3,GSV,931,-122.331609529989,47.5993684836728
C,Wallingford,4811 Wallingford Ave N,Seattle,Washington,1910,3,Permit,S,3,GSV,932,-122.336440612095,47.6638998505311
M,Queen Anne,421 W Roy St,Seattle,Washington,1930,5,No visible,R,2,GSV,933,-122.362959697648,47.6258222997558
M,PS/CID,650 S King St,Seattle,Washington,1920,4,Permit,C/R,3,Field,934,-122.324689836102,47.5983766263077
H,Wallingford,5050 8th Ave NE,Seattle,Washington,1910,2,Permit,P,3,PR,935,-122.319478794479,47.6665094510046
C,Ravenna/Bryant,6220 32nd Ave NE,Seattle,Washington,1949,1,Permit,S,3,PR,936,-122.293209130657,47.6749093564377
M,PS/CID,320 2nd Ave S,Seattle,Washington,1900,1,Visible,C,2,Field,937,-122.331529109212,47.5994197664941
M,Univ Dist,4247 University Way NE,Seattle,Washington,1921,1,No visible,C,3,GSV,938,-122.313189646056,47.6595909218902
H,Queen Anne,509 Queen Anne Ave N,Seattle,Washington,1926,2,No visible,P,3,GSV,939,-122.356769619027,47.6234597901972
M,Wallingford,712 NE 45th St,Seattle,Washington,1934,1,No visible,P,2,WC,940,-122.319899547392,47.6613566851371
M,PS/CID,657 S King St,Seattle,Washington,1909,4,Permit,C/R,3,Field,941,-122.324589601184,47.5983218466487
M,PS/CID,322 1st Ave S,Seattle,Washington,1900,3,No visible,C/O,2,Field,942,-122.334138709722,47.5993393455874
C,Univ Dist,4276 E Stevens Way NE,Seattle,Washington,1926,3,Permit,S,3,PR,943,-122.308837599558,47.6597725387996
M,Ravenna/Bryant,6545 Ravenna Ave NE,Seattle,Washington,1911,4,Permit,C/R,2,GSV,944,-122.303880634735,47.6772776936662
M,Queen Anne,513 Queen Anne Ave N,Seattle,Washington,1926,1,No visible,C,2,Field,945,-122.356760294515,47.623769818573
M,Wallingford,809 NE 45th St,Seattle,Washington,1930,1,No visible,C,3,GSV,946,-122.319250352004,47.661291416165
M,PS/CID,657 S Weller St,Seattle,Washington,1909,3,Sub Alt,C/R,3,PR,947,-122.324689836102,47.5974815060914
M,PS/CID,400 2nd Av Et S,Seattle,Washington,1900,3,Permit,C/R,2,Field,948,-122.329447436916,47.6035694469003
M,Univ Dist,4306 University Way NE,Seattle,Washington,1923,1,No visible,C,2,GSV,949,-122.31309873565,47.6600291578033
M,Ravenna/Bryant,7200 12th Ave NE,Seattle,Washington,1930,1,No visible,G,1,Ph,950,-122.315336535143,47.6815131945712
M,Queen Anne,522 Queen Anne Ave N,Seattle,Washington,1930,1,Visible,C,2,Ph,951,-122.356678708622,47.6239912672386
M,PS/CID,664 S King St,Seattle,Washington,1911,5,Sub Alt,C/R,3,GSV,952,-122.324218965281,47.5983766263077
M,PS/CID,400 Maynard Ave S,Seattle,Washington,1916,3,Visible,C/R,3,Field,953,-122.324998698456,47.5989500622869
M,West Seattle Junction/Genesee Hill,2701 California Ave SW,Seattle,Washington,1930,3,No visible,Mixed,2,Field,954,-122.386680368495,47.579161857081
M,Univ Dist,4315 University Way NE,Seattle,Washington,1900,3,Visible,C,3,GSV,955,-122.313169832814,47.6603205379821
M,Queen Anne,526 Queen Anne Ave N,Seattle,Washington,1923,1,No visible,C,2,Field,956,-122.35668919825,47.6241113161653
M,Ravenna/Bryant,8000 Lake City Way NE,Seattle,Washington,1941,1,No visible,C,1,Ph,957,-122.312992673361,47.6869247061948
C,West Seattle Junction/Genesee Hill,3000 California Ave SW,Seattle,Washington,1920,2,Sub Alt,S,3,Field,958,-122.386708341135,47.5761186830365
M,PS/CID,406 2nd Av Et S,Seattle,Washington,,1,Sub Alt,O,1,Ph,959,-122.329447436916,47.6035694469003
M,PS/CID,665 S King St,Seattle,Washington,1909,3,No visible,C/R,3,Field,960,-122.324249269049,47.5983218466487
M,Univ Dist,4321 University Way NE,Seattle,Washington,1919,2,No visible,C,3,GSV,961,-122.313169832814,47.6604697242655
M,Queen Anne,530 Queen Anne Ave N,Seattle,Washington,1929,1,Visible,C,2,Ph,962,-122.356678708622,47.6243176130975
M,Ravenna/Bryant,8014 15th Ave NE,Seattle,Washington,1926,1,No visible,C,3,Ph,963,-122.312129022268,47.6871310030506
M,PS/CID,667 S Jackson St,Seattle,Washington,1915,2,No visible,C,2,Field,964,-122.324129220889,47.5991820003726
H,PS/CID,410 2nd Av Et S,Seattle,Washington,1900,3,Sub Alt,P,3,Ph,965,-122.329447436916,47.6035694469003
C,Univ Dist,4324 Memorial Way NE,Seattle,Washington,1894,1,No visible,S,2,UWL,966,-122.309483740674,47.6602891843285
M,Queen Anne,600 Queen Anne Ave N,Seattle,Washington,1918,3,No visible,C/R,3,GSV,967,-122.356668218096,47.6248898837789
H,Ravenna/Bryant,8208 18th Ave NE,Seattle,Washington,1946,2,Permit,P,3,GSV,968,-122.308928503675,47.6888210076455
M,West Seattle Junction/Genesee Hill,3225 California Ave SW,Seattle,Washington,1922,2,No visible,C/R,2,Field,969,-122.386800416655,47.5747993139938
M,PS/CID,670 S Weller St,Seattle,Washington,1908,3,No visible,C,3,GSV,970,-122.324089592609,47.5975362860245
M,PS/CID,410 8th Ave S,Seattle,Washington,1901,3,No visible,C/R,2,Field,971,-122.322408912086,47.5987309444966
M,Univ Dist,4325 University Way NE,Seattle,Washington,1924,1,No visible,C,2,Ph,972,-122.313160508301,47.6606002623676
H,Queen Anne,601 Queen Anne Ave N,Seattle,Washington,1925,1,No visible,P,3,PR,973,-122.356749804887,47.6247290420558
C,Roxhill/Westwood,7740 34th Ave SW,Seattle,Washington,1926,2,Permit,S,3,PR,974,-122.375218640716,47.5328382497826
M,West Seattle Junction/Genesee Hill,3401 California Ave SW,Seattle,Washington,1934,1,No visible,C,2,Field,975,-122.386800416655,47.5736291320389
M,PS/CID,68 S Washington St,Seattle,Washington,1900,3,Permit,C/R,2,Field,976,-122.33529956753,47.6009069706747
M,PS/CID,411 2nd Av Et S,Seattle,Washington,1900,1,No visible,C,2,Field,977,-122.329447436916,47.6035694469003
H,Univ Dist,4329 University Way NE,Seattle,Washington,1921,2,No visible,P,3,GSV,978,-122.313160508301,47.660690007615
H,Queen Anne,602 Valley St,Seattle,Washington,1928,2,No visible,P,3,GSV,979,-122.344659861873,47.626276852697
M,Roxhill/Westwood,9229 16th Ave SW,Seattle,Washington,,1,No visible,C,1,GSV,980,-122.355160034769,47.5201096014198
M,West Seattle Junction/Genesee Hill,4139 42nd Ave SW,Seattle,Washington,1927,3,No visible,Mixed,1,Field,981,-122.385499696547,47.5654192063518
M,PS/CID,700 S Dearborn St,Seattle,Washington,1929,1,No visible,C,2,PR,982,-122.323389115096,47.5958567710843
M,Univ Dist,4336 University Way NE,Seattle,Washington,1900,3,No visible,C,2,GSV,983,-122.31307892151,47.6607984010042
M,PS/CID,413 7th Ave S,Seattle,Washington,1915,1,Visible,C,2,Field,984,-122.323790053869,47.598828847672
M,Queen Anne,621 W Galer St,Seattle,Washington,1917,4,No visible,R,2,GSV,985,-122.3653093868,47.6323317309947
M,Roxhill/Westwood,9434 Delridge Way SW,Seattle,Washington,1926,2,No visible,C/R,2,GSV,986,-122.35585468491,47.5181713410815
C,West Seattle Junction/Genesee Hill,4142 42nd Ave SW,Seattle,Washington,1922,2,Permit,S,3,PR,987,-122.385419274872,47.5654098821547
M,PS/CID,701 S Jackson St,Seattle,Washington,1910,1,No visible,C,1,Field,988,-122.323369300956,47.5991820003726
M,PS/CID,416 7th Ave S,Seattle,Washington,1920,4,No visible,C/R,3,Field,989,-122.323708467977,47.5986901507966
M,Univ Dist,4338 University Way NE,Seattle,Washington,1909,3,No visible,C,3,GSV,990,-122.31307892151,47.6609079600623
