key,lat,lng
Everett|Jackson Elementary,47.967612,-122.217939
Everett|Jefferson Elementary,47.916082,-122.198845
Everett|Lively Environmental Center,47.8473044,-122.2057204
Everett|Lowell Elementary,47.9513715,-122.2016833
Everett|Madison Elementary,47.9416176,-122.2238078
Everett|Mill Creek Elementary,47.8622105,-122.1883506
Everett|Monroe Elementary,47.898752,-122.1946792
Everett|North Middle,47.9833843,-122.1995924
Everett|Penny Creek Elementary,47.8792325,-122.1768148
Everett|Sequoia High,47.9707719,-122.212095
Everett|Silver Firs Elementary,47.8668126,-122.1537242
Everett|Silver Lake Elementary,47.88164,-122.2058309
Everett|View Ridge Elementary,47.9519161,-122.2291515
Everett|Whittier Elementary,48.005051,-122.2039927
Everett|Woodside Elementary,47.8433062,-122.2036627
Evergreen (Clark)|Administrative Service Center and Evergreen Flex Academy,45.38292,-122.320053
Evergreen (Clark)|Burnt Bridge Creek Elementary,45.656587,-122.522323
Evergreen (Clark)|Burton Elementary,45.6423561,-122.5269327
Evergreen (Clark)|Cascade Middle,45.6372154,-122.5285604
Evergreen (Clark)|Clark County Skills Center,45.6441734,-122.5480588
Evergreen (Clark)|Columbia Valley Elementary,45.612346,-122.4924624
Evergreen (Clark)|Covington Middle,45.6684386,-122.5599252
Evergreen (Clark)|Crestline Elementary,45.6155505,-122.539362
Evergreen (Clark)|Ellsworth Elementary,45.6175447,-122.5619312
Evergreen (Clark)|Endeavour Elementary,45.6418318,-122.550408
Evergreen (Clark)|Evergreen High,45.6361459,-122.5266668
Evergreen (Clark)|Fircrest Elementary,45.6276529,-122.549868
Evergreen (Clark)|Fishers Landing Elementary,45.5948097,-122.4883865
Evergreen (Clark)|Frontier Middle,45.6776579,-122.5007738
Evergreen (Clark)|Harmony Elementary,45.6366136,-122.4938372
Evergreen (Clark)|Hearthwood Elementary,45.6271696,-122.5266165
Evergreen (Clark)|Henrietta Lacks Health and Bioscience Academy,45.6274455,-122.5791182
Evergreen (Clark)|Heritage High,45.6795025,-122.5383878
Evergreen (Clark)|Illahee Elementary,45.6203659,-122.4723472
Evergreen (Clark)|Image Elementary,45.6533984,-122.548789
Evergreen (Clark)|Legacy High,45.6388506,-122.5250783
Evergreen (Clark)|Marrion Elementary,45.6313985,-122.5702631
Evergreen (Clark)|Mill Plain Elementary,45.6181804,-122.5050443
Evergreen (Clark)|Mountain View High,45.6124053,-122.5179954
Evergreen (Clark)|Orchards Elementary,45.6727572,-122.5564923
Evergreen (Clark)|Pacific Middle,45.637874,-122.494307
Evergreen (Clark)|Pioneer Elementary,45.6762852,-122.5007725
Evergreen (Clark)|Riverview Elementary,45.6067545,-122.5411583
Evergreen (Clark)|Shahala Middle,45.6177597,-122.4735858
Evergreen (Clark)|Sifton Elementary,45.675678,-122.5309232
Evergreen (Clark)|Silver Star Elementary,45.6848364,-122.5650816
Evergreen (Clark)|Sunset Elementary,45.6896541,-122.5821083
Evergreen (Clark)|Union High,45.6232659,-122.4669536
Evergreen (Clark)|Wy'East Middle,45.6131413,-122.5338368
Evergreen (Clark)|York Elementary,45.6895678,-122.5155302
Evergreen (Stevens)|Evergreen,48.309282,-118.13884
Federal Way|Adelaide Elementary,47.3291006,-122.3570805
Federal Way|Brigadoon Elementary,47.3000404,-122.3779017
Federal Way|Camelot Elementary,47.33484592,-122.2842646
Federal Way|Decatur High,47.3167877,-122.3685705
Federal Way|Enterprise Elementary,47.287089,-122.34108
Federal Way|Federal Way High School (Old),47.328127,-122.31402
Federal Way|Federal Way Public Academy,47.291787,-122.32161
Federal Way|Green Gables Elementary,47.313371,-122.39955
Federal Way|Illahee Middle,47.277415,-122.33562
Federal Way|Kilo Middle,47.326821,-122.27806
Federal Way|Lake Dolloff Elementary,47.326862,-122.28053
Federal Way|Lake Grove Elementary,47.325335,-122.33873
Federal Way|Lakeland Elementary,47.280088,-122.29292
Federal Way|Lakota Middle,47.320261,-122.35371
Federal Way|Mark Twain Elementary,47.356476,-122.29862
Federal Way|Meredith Hill Elementary,47.333699,-122.26122
Federal Way|Mirror Lake Elementary,47.324074,-122.33423
Federal Way|Nautilus K-8,47.342635,-122.32233
Federal Way|Norman Center,47.3030104,-122.3603618
Federal Way|Nutrition Services Building (old),47.32603012,-122.3164846
Federal Way|Olympic View Elementary,47.309446,-122.36701
Federal Way|Panther Lake Elementary,47.292332,-122.33177
Federal Way|Rainier View Elementary,47.271167,-122.29434
Federal Way|Sacajawea Middle,47.334741,-122.31853
Federal Way|Saghalie Middle,47.297606,-122.35494
Federal Way|Sequoyah Middle,47.277831,-122.28832
Federal Way|Sherwood Forest Elementary,47.2922,-122.3498
Federal Way|Silver Lake Elementary,47.310316,-122.35219
Federal Way|Star Lake Elementary,47.360228,-122.28251
Federal Way|Sunnycrest Elementary,47.380457,-122.28168
Federal Way|Technology Access Foundation Academy,47.3616915,-122.2832254
Federal Way|Thomas Jefferson High,47.3440553,-122.2788489
Federal Way|Todd Beamer High,47.277585,-122.31436
Federal Way|Totem Middle,47.362517,-122.283782
Federal Way|Truman Career Academy Campus,47.318975,-122.298217
Federal Way|Twin Lakes Elementary,47.316209,-122.38842
Federal Way|Valhalla Elementary,47.351636,-122.28178
Federal Way|Wildwood Elementary,47.332561,-122.30134
Federal Way|Woodmont K-8,47.363275,-122.31212
Ferndale|Beach Elementary,48.725022,-122.6872308
Ferndale|Cascadia Elementary,48.8656573,-122.6180575
Ferndale|Central Elementary,48.8452522,-122.5921828
Ferndale|Custer Elementary,48.919105,-122.63725
Ferndale|Eagleridge Elementary,48.8619215,-122.6245942
Ferndale|Ferndale High,48.8526239,-122.5934338
Ferndale|Horizon Middle,48.861991,-122.62617
Ferndale|Mountain View Elementary,48.851127,-122.60555
Ferndale|Skyline Elementary,48.86227,-122.60285
Ferndale|Vista Middle,48.860124,-122.60184
Ferndale|Windward High School-Repurposed,48.83248,-122.54108
Fife|Columbia Junior High,47.23039,-122.35588
Fife|Discovery Primary,47.248671,-122.31046
Fife|Endeavour Intermediate,47.247582,-122.31144
Fife|Fife High,47.238321,-122.35306
Fife|Hedden Elementary,47.250861,-122.27825
Fife|Surprise Lake Middle,47.247599,-122.30801
Finley|Finley Elementary,46.143861,-119.05307
Finley|Finley Middle,46.154875,-119.03442
Finley|River View High,46.1553,-119.0376
Franklin Pierce|Brookdale Elementary,47.137965,-122.44076
Franklin Pierce|Central Avenue Elementary,47.162838,-122.36862
Franklin Pierce|Christensen Elementary,47.163414,-122.44664
Franklin Pierce|Collins Elementary,47.139479,-122.36728
Franklin Pierce|Early Learning Center,47.14560855,-122.4316893
Franklin Pierce|Elmhurst Elementary,47.135708,-122.42431
Franklin Pierce|Franklin Pierce High,47.157012,-122.40693
Franklin Pierce|GATES High,47.137953,-122.44438
Franklin Pierce|Harvard Elementary,47.18065,-122.40567
Franklin Pierce|James Sales Elementary,47.15513,-122.45148
Franklin Pierce|Jo Anne Matson Administrative Center,47.140464,-122.43607
Franklin Pierce|Midland Elementary,47.160463,-122.39858
Franklin Pierce|Morris Ford Middle,47.161646,-122.40863
Franklin Pierce|Natural Science Resource Center,47.1704143,-122.3891348
Franklin Pierce|Perry G Keithley Middle,47.144714,-122.45186
Franklin Pierce|Washington High,47.144039,-122.45531
Freeman|Freeman Elementary,47.517736,-117.1948
Freeman|Freeman High,47.519713,-117.19646
Freeman|Freeman Middle,47.517736,-117.1948
Freeman|Transportation Cooperative,47.518653,-117.194054
Garfield|Garfield Elementary,46.911746,-117.07099
Garfield|Garfield Middle,47.012549,-117.14075
Glenwood|Glenwood Elementary,46.019927,-121.290865
Glenwood|Glenwood Secondary,46.0212,-121.2899
Goldendale|Bus Barn,45.8170078,-120.8130671
Goldendale|District Office/Maintenance Building,45.81772833,-120.8136048
Goldendale|Goldendale High,45.815999,-120.814442
Goldendale|Goldendale Middle,45.8187871,-120.8136815
Goldendale|Goldendale Primary,45.816638,-120.8158168
Grand Coulee Dam|Grand Coulee Dam Middle,47.938574,-119.0054
Grand Coulee Dam|Lake Roosevelt K-12,47.9719669,-118.9706689
Grandview|Grandview High,46.2520487,-119.9227885
Grandview|Grandview Middle,46.254868,-119.92102
Grandview|McClure Elementary,46.254942,-119.91285
Grandview|Smith Elementary,46.2543114,-119.8889365
Grandview|Thompson Elementary,46.2555212,-119.9171135
Granger|Granger High,46.3474058,-120.1944346
Granger|Granger Middle,46.3466151,-120.1896829
Granger|Roosevelt Elementary,46.3466645,-120.190637
Granite Falls|Crossroads High School (form. MS),48.0848945,-121.963583
Granite Falls|District Administration,48.0844079,-121.9632743
Granite Falls|Granite Falls High,48.0874418,-121.9874348
Granite Falls|Granite Falls Middle School (form. HS),48.0870447,-121.9627675
Granite Falls|Maintenance & Operations,48.0857446,-121.9902504
Granite Falls|Monte Cristo Elementary,48.0874696,-121.9831239
Granite Falls|Mountain Way Elementary,48.0899,-121.9702926
Granite Falls|Pop Rogers,48.085806,-121.963656
Grapeview|Grapeview Elementary and Middle,47.3199298,-122.9169724
Great Northern|Great Northern Elementary,47.686305,-117.5186
Green Mountain|Green Mountain,45.948245,-122.5388
Griffin|Griffin,47.0804223,-123.0193653
Harrington|Harrington Elementary,47.4792,-118.251
Harrington|Harrington High,47.479064,-118.251377
Highland|Highland Jr High & High,46.6746738,-120.7116717
Highland|Marcus Whitman-Cowiche Elementary,46.659,-120.69646
Highland|Tieton Intermediate,46.7013876,-120.7617445
Highline|Beverly Park | Glendale Elementary,47.510268,-122.317833
Highline|Beverly Park Elementary Site,47.510335,-122.31787
Highline|Bow Lake Elementary,47.439548,-122.28203
Highline|Cascade Middle,47.502253,-122.34672
Highline|Cedarhurst Elementary,47.484616,-122.32494
Highline|Chinook Middle,47.435377,-122.28165
Highline|Des Moines Elementary,47.4041531,-122.3226124
Highline|Evergreen High School Campus,47.4993367,-122.3456693
Highline|Glacier Site,47.476486,-122.3001489
Highline|Gregory Heights Elementary,47.457474,-122.35753
Highline|Hazel Valley Elementary,47.485539,-122.34064
Highline|Highline High,47.466122,-122.33032
Highline|Hilltop Elementary,47.49361,-122.30185
Highline|Madrona Elementary,47.420178,-122.29298
Highline|Manhattan Learning Center (Big Picture),47.4368305,-122.3276947
Highline|Marvista Elementary,47.425038,-122.3433612
Highline|Maywood Site,47.423251,-122.3155137
Highline|McMicken Heights Elementary,47.4536,-122.285
Highline|Midway Elementary,47.400651,-122.303
Highline|Mount Rainier High,47.399969,-122.30775
Highline|Mount View Elementary,47.506186,-122.35081
Highline|North Hill Elementary,47.424263,-122.3256
Highline|Olympic Site,47.4219111,-122.3263828
Highline|Pacific Middle,47.3983,-122.3032
Highline|Parkside Elementary,47.38052,-122.30779
Highline|Puget Sound Skills Center,47.4411887,-122.3233799
Highline|Raisbeck Aviation High,47.422024,-122.3264
Highline|Salmon Creek Site (New Start School),47.4957876,-122.3426914
Highline|Seahurst Elementary,47.471715,-122.35263
Highline|Shorewood Elementary,47.498865,-122.36775
Highline|Southern Heights Elementary,47.502051,-122.31535
Highline|Sylvester Middle,47.457604,-122.34088
Highline|Tyee Campus,47.434402,-122.278311
Highline|Valley View Early Learning Center,47.444217,-122.276341
Highline|White Center Heights Elementary,47.5136293,-122.344344
Highline|Woodside Site,47.4377742,-122.3250454
Hockinson|District Maintenance Shop,45.7409461,-122.488282
Hockinson|Hockinson Heights Elementary (East),45.7414619,-122.4671514
Hockinson|Hockinson High,45.7365412,-122.4993876
Hockinson|Hockinson Middle,45.7381129,-122.4874388
Hockinson|District Administration,45.7379317,-122.4886962
Hood Canal|Hood Canal Elementary and Junior High,47.333037,-123.15967
Hoquiam|Central Elementary,46.9802999,-123.8890454
Hoquiam|Emerson Elementary,46.9813996,-123.9038063
Hoquiam|Hoquiam High,46.9831164,-123.9104145
Hoquiam|Hoquiam Middle,46.9831535,-123.9053752
Hoquiam|Lincoln Elementary,46.9913605,-123.8877034
Hoquiam|Washington Elementary,46.9774192,-123.8558993
Inchelium|Inchelium K-12,48.3012746,-118.1986019
Inchelium|Inchelium Middle,48.3014238,-118.2005681
Index|Index Elementary,47.8207074,-121.5552168
Issaquah|Apollo Elementary,47.4978148,-122.1389883
Issaquah|Beaver Lake Middle,47.5802147,-122.0053989
Issaquah|Briarwood Elementary,47.4836534,-122.1154698
Issaquah|Cascade Ridge Elementary,47.591123,-121.97386
Issaquah|Challenger Elementary,47.5768726,-122.0039313
Issaquah|Clark Elementary,47.5240158,-122.0303293
Issaquah|Cougar Ridge Elementary,47.5621395,-122.1175306
Issaquah|Creekside Elementary,47.596,-122.077
Issaquah|Discovery Elementary,47.588533,-122.03551
Issaquah|Endeavour Elementary,47.5704167,-121.9887814
Issaquah|Grand Ridge Elementary,47.5466216,-122.0043401
Issaquah|Issaquah High,47.522702,-122.02817
Issaquah|Issaquah Middle,47.5267718,-122.0350775
Issaquah|Issaquah Valley Elementary,47.536817,-122.0447801
Issaquah|Liberty High,47.4794303,-122.1173733
Issaquah|Maple Hills Elementary,47.461739,-122.06683
Issaquah|Maywood Middle,47.4708806,-122.115365
Issaquah|Newcastle Elementary,47.521313,-122.1556613
Issaquah|Pacific Cascade Middle,47.5598548,-122.0107097
Issaquah|Pine Lake Middle,47.5805373,-122.0346756
Issaquah|Skyline High,47.6003468,-122.0317117
Issaquah|Sunny Hills Elementary,47.5800147,-122.0292575
Issaquah|Sunset Elementary,47.5684817,-122.1014188
Issaquah|Tiger Mountain Community High,47.524906,-122.03109
Kahlotus|Kahlotus Elementary and High,46.6408986,-118.557092
Kalama|Kalama Elem,46.008068,-122.832054
Kalama|Kalama Junior Senior High,46.008084,-122.83834
Keller|Keller Elementary,48.078622,-118.68766
Kelso|Barnes Elementary,46.1595426,-122.9083514
Kelso|Beacon Hill Elementary,46.1799309,-122.9258125
Kelso|Butler Acres Elementary,46.1509562,-122.8938518
Kelso|Carrolls Elementary,46.070007,-122.8664623
Kelso|Catlin Elementary,46.1493455,-122.9183649
Kelso|Coweeman Middle,46.1437093,-122.8890416
Kelso|Huntington Middle,46.1545141,-122.9045668
Kelso|Kelso High,46.1435524,-122.8914698
Kelso|Kelso School District KSD Administration Building,46.1472749,-122.9059547
Kelso|Maintenance and Transportation Facility,46.1414833,-122.9072614
Kelso|Rose Valley Elementary,46.0980248,-122.8266583
Kelso|Wallace Elementary,46.1350379,-122.9123747
Kennewick|Amistad Elementary,46.2072724,-119.1312539
Kennewick|Canyon View Elementary,46.187923,-119.13528
Kennewick|Cascade Elementary,46.172172,-119.12634
Kennewick|Cottonwood Elementary,46.1741,-119.23526
Kennewick|Desert Hills Middle School (old),46.1976668,-119.2048902
Kennewick|Eastgate Elementary,46.197843,-119.1034
Kennewick|Edison Elementary,46.2082,-119.19025
Kennewick|Elementary School #15,46.17521,-119.2085145
Kennewick|Hawthorne Elementary,46.2183,-119.16879
Kennewick|Highlands Middle,46.2053282,-119.1779443
Kennewick|Horse Heaven Hills Middle,46.1775231,-119.1493346
Kennewick|Kamiakin High,46.2167757,-119.1869244
Kennewick|Kennewick High,46.2036876,-119.1233735
Kennewick|Kennewick School District Administrative Office,46.2061467,-119.1331492
Kennewick|Legacy High,46.2060188,-119.1232616
Kennewick|Lincoln Elementary,46.189497,-119.18679
Kennewick|Mid-Columbia Parent Partnership,46.2066706,-119.125164
Kennewick|Park Middle,46.1979731,-119.1316403
Kennewick|Phoenix High,46.2052997,-119.1360902
Kennewick|Ridge View Elementary,46.196475,-119.2173
Kennewick|Southgate Elementary,46.191067,-119.16512
Kennewick|Southridge High,46.1836,-119.1843
Kennewick|Sunset View Elementary,46.218036,-119.235
Kennewick|Tri-Tech Skills Center,46.2188679,-119.2008769
Kennewick|Vista Elementary,46.2277,-119.219
Kennewick|Washington Elementary,46.18855,-119.11894
Kennewick|Westgate Elementary,46.20647,-119.15459
Kent|Carriage Crest Elementary,47.437947,-122.1562839
Kent|Cedar Heights Middle,47.3591142,-122.0787142
Kent|Cedar Valley Elementary,47.3648819,-122.0859683
Kent|Covington Elementary,47.3537841,-122.1135948
Kent|Crestwood Elementary,47.3756733,-122.103328
Kent|East Hill Elementary,47.3862645,-122.2079444
Kent|Emerald Park Elementary,47.409592,-122.1832416
Kent|Fairwood Elementary,47.453673,-122.1419311
Kent|George T. Daniel Elementary,47.380284,-122.1903164
Kent|Glenridge Elementary,47.4281797,-122.1826549
Kent|Grass Lake Elementary,47.3444513,-122.0868549
Kent|Horizon Elementary,47.3537435,-122.1513049
Kent|Jenkins Creek Elementary,47.36019,-122.0947347
Kent|Kent Elementary School (new),47.3801632,-122.2518111
Kent|Kent Mountain View Academy,47.4001226,-122.2884206
Kent|Kent Phoenix Academy,47.3668952,-122.1929884
Kent|Kent Valley Early Learning Center,47.3796044,-122.2376953
Kent|Kentlake High,47.3317706,-122.057227
Kent|Kent-Meridian High,47.3732768,-122.2077601
Kent|Kentridge High,47.4162919,-122.1746121
Kent|Kentwood High,47.369986,-122.1196726
Kent|Lake Youngs Elementary,47.4257949,-122.1517606
Kent|Martin Sortun Elementary,47.3786027,-122.171402
Kent|Mattson Middle,47.377373,-122.1210284
Kent|Meadow Ridge Elementary,47.353306,-122.1959299
Kent|Meeker Middle,47.4309846,-122.1728212
Kent|Meridian Elementary,47.371789,-122.1553413
Kent|Meridian Middle,47.3917144,-122.1805648
Kent|Mill Creek Middle,47.3849568,-122.2300831
Kent|Millennium Elementary,47.3586242,-122.1807208
Kent|Neely-O'Brien Elementary,47.3913437,-122.2567723
Kent|Northwood Middle,47.4367752,-122.1144267
Kent|Panther Lake Elementary,47.4092858,-122.2048268
Kent|Park Orchard Elementary,47.3949761,-122.1931144
Kent|Pine Tree Elementary,47.352214,-122.1850756
Kent|Ridgewood Elementary,47.440597,-122.1221951
Kent|Sawyer Woods Elementary,47.3233395,-122.0403329
Kent|Scenic Hill Elementary,47.3685305,-122.2110166
Kent|Soos Creek Elementary,47.4061505,-122.1716147
Kent|Springbrook Elementary,47.4210172,-122.2083961
Kent|Sunrise Elementary,47.4027075,-122.1645207
Kettle Falls|Kettle Falls Elementary,48.606285,-118.05381
Kettle Falls|Kettle Falls High,48.6,-118.0587
Kettle Falls|Kettle Falls Middle,48.602638,-118.05595
Kettle Falls|Kettle Falls School District Bus Garage,48.598923,-118.060034
Kiona-Benton City|Kiona-Benton City High,46.2772,-119.4966
Kiona-Benton City|Kiona-Benton City Middle,46.269667,-119.4895
Kiona-Benton City|Kiona-Benton City Primary,46.2695942,-119.4891996
Kiona-Benton City|Kiona-Benton Intermediate,46.2691079,-119.4889607
Kittitas|Kittitas Elementary,46.9873,-120.4197
Kittitas|Kittitas High,46.988235,-120.42544
Klickitat|Klickitat Elementary and High,45.81633,-121.15366
La Center|La Center Elementary,45.8613848,-122.66416
La Center|La Center High,45.8649816,-122.6567049
La Center|La Center Middle,45.8615001,-122.6640922
La Conner|District Administration Building,48.396267,-122.48958
La Conner|La Conner Elementary School (form. MS),48.396267,-122.48958
La Conner|La Conner High,48.396267,-122.48958
La Conner|La Conner Middle School (form. Elem.),48.396267,-122.48958
LaCrosse|Lacrosse High,46.815,-117.8743
Lake Chelan|Chelan High,47.8352428,-120.0207813
Lake Chelan|Holden Valley,48.199125,-120.773881
Lake Chelan|Morgen Owings Elementary,47.839569,-120.01306
Lake Chelan|Preschool and 5th Grade,47.8404166,-120.0133725
Lake Quinault|Lake Quinault High,47.46108,-123.894234
Lake Quinault|Lake Quinault K-12,47.460052,-123.897417
Lake Stevens|Cavelero Mid High,47.9730868,-122.1216502
Lake Stevens|Early Learning Center,47.9934223,-122.1066898
Lake Stevens|Educational Service Center,48.0173578,-122.0643434
Lake Stevens|Glenwood Elementary,47.9758038,-122.0924456
Lake Stevens|Highland Elementary,48.0266845,-122.0794462
Lake Stevens|Hillcrest Elementary,47.9927345,-122.1058431
Lake Stevens|Lake Stevens Middle,47.9866694,-122.1077563
Lake Stevens|Lake Stevens Senior High,48.0226009,-122.0797531
Lake Stevens|Maintenance Building,48.0189145,-122.064729
Lake Stevens|Mt. Pilchuck Elementary,48.0151279,-122.0579232
Lake Stevens|North Lake Middle,48.0178054,-122.0651458
Lake Stevens|Skyline Elementary,47.9872985,-122.1050141
Lake Stevens|Sunnycrest Elementary,48.0273346,-122.0971899
Lake Stevens|Transitions,48.0151818,-122.0593098
Lake Stevens|Transportation Maintenance Center,48.0341149,-122.1116378
Lake Washington|Alcott Elementary,47.646988,-122.03789
Lake Washington|Audubon Elementary,47.637511,-122.10168
Lake Washington|Bell Elementary,47.701538,-122.19171
Lake Washington|Blackwell Elementary,47.638742,-122.06697
Lake Washington|Carson Elementary,47.61899,-122.0143
Lake Washington|Dickinson Elementary,47.669,-122.062
Lake Washington|Eastlake High,47.613585,-122.03129
Lake Washington|Einstein Elementary,47.702058,-122.09847
Lake Washington|Emerson Campus,47.655802,-122.194179
Lake Washington|Evergreen Middle,47.667541,-122.06077
Lake Washington|Finn Hill Middle,47.720222,-122.231422
Lake Washington|Franklin Elementary,47.662232,-122.17347
Lake Washington|Frost Elementary,47.725124,-122.18397
Lake Washington|Inglewood Middle,47.618698,-122.01701
Lake Washington|International Community,47.663726,-122.1911
Lake Washington|Juanita Elementary,47.718,-122.21
Lake Washington|Juanita High,47.7153241,-122.1988362
Lake Washington|Kamiakin Middle,47.727337,-122.166
Lake Washington|Keller Elementary,47.724727,-122.19561
Lake Washington|Kirk Elementary,47.686076,-122.19591
Lake Washington|Kirkland Middle,47.690242,-122.20057
Lake Washington|Lake Washington High,47.67372,-122.18171
Lake Washington|Lakeview Elementary,47.667225,-122.2002
Lake Washington|Mann Elementary,47.69181,-122.11289
Lake Washington|McAuliffe Elementary,47.628717,-122.021
Lake Washington|Mead Elementary,47.625523,-122.05277
Lake Washington|Muir Elementary,47.726804,-122.16319
Lake Washington|Northstar Middle,47.6558218,-122.1955493
Lake Washington|Parks Elementary,47.684764,-122.03444
Lake Washington|Redmond Elementary,47.675469,-122.11642
Lake Washington|Redmond High,47.695273,-122.10658
Lake Washington|Redmond Middle,47.689775,-122.1182
Lake Washington|Renaissance Middle,47.6144696,-122.0310622
Lake Washington|Rockwell Elementary,47.698624,-122.1256
Lake Washington|Rose Hill Elementary,47.675964,-122.16714
Lake Washington|Rose Hill Middle,47.671,-122.16019
Lake Washington|Rush Elementary,47.661745,-122.13851
Lake Washington|Sandburg Elementary,47.715859,-122.23027
Lake Washington|Smith Elementary,47.621071,-122.02743
Lake Washington|Tesla STEM High,47.6484543,-122.0371508
Lake Washington|Thoreau Elementary,47.725055,-122.22997
Lake Washington|Twain Elementary,47.68665,-122.16904
Lake Washington|Washington Network for Innovative Careers,47.705189,-122.165719
Lake Washington|Wilder Elementary,47.719408,-122.04142
Lakewood|Bus Garage,48.149224,-122.2068183
Lakewood|Cougar Creek Elementary,48.1427,-122.2167
Lakewood|District Offices,48.151257,-122.2081837
Lakewood|English Crossing Elementary,48.1473,-122.2086
Lakewood|Lakewood Elementary,48.150516,-122.20828
Lakewood|Lakewood High School (old),48.15116,-122.21358
Lakewood|Lakewood Middle,48.14883,-122.20842
Lakewood|Stadium,48.1485192,-122.2131352
Lamont|Lamont Middle,47.203619,-117.9009
Liberty|Bus Barn,47.383667,-117.3224142
Liberty|Liberty High,47.3842406,-117.3197922
Liberty|Liberty Junior High and Elementary,47.3821172,-117.3209557
Lind|Lind Elementary,46.9734,-118.6179
Lind|Lind Middle,46.974981,-118.61723
Longview|Broadway Learning Center,46.1374231,-122.9269972
Longview|Cascade Middle,46.1557131,-122.9425617
Longview|Columbia Heights Elementary,46.1561865,-122.9390528
Longview|Columbia Valley Gardens Elementary,46.1544353,-122.9576548
Longview|Discovery High,46.1392372,-122.9572777
Longview|Kessler Elementary,46.1307701,-122.9449751
Longview|Mark Morris High,46.1448155,-122.9363342
Longview|Mint Valley Elementary,46.1655728,-122.9743882
Longview|Monticello Middle,46.1385037,-122.9580331
Longview|Mt. Solo Middle,46.1645372,-123.0202442
Longview|Northlake Elementary,46.1450026,-122.9439368
Longview|Olympic Elementary,46.1394557,-122.9619699
Longview|R. A. Long High,46.1405011,-122.9552728
Longview|Robert Gray Elementary,46.1711761,-122.992588
Longview|Saint Helens Elementary,46.1283521,-122.959792
Loon Lake|Loon Lake Elementary,48.0649415,-117.6308893
Lopez Island|Bus Garage,48.492272,-122.897611
Lopez Island|Decatur,48.5074171,-122.8013104
Lopez Island|Lopez Elementary,48.491959,-122.89725
Lopez Island|Lopez Middle High,48.4918161,-122.8985025
Lyle|Dallesport Elementary,45.618142,-121.17908
Lyle|Lyle High,45.6941,-121.2804
Lynden|Fisher Elementary,48.944404,-122.46777
Lynden|Isom Elementary,48.9495,-122.465
Lynden|Lynden High,48.952,-122.4283
Lynden|Lynden Middle,48.9473,-122.4565
Lynden|Vossbeck Elementary,48.9596,-122.426
Mabton|Artz Fox Elementary,46.215347,-119.99014
Mabton|Mabton Jr/Sr High,46.21859883,-120.0053468
Mansfield|Mansfield Elem and High,47.816434,-119.64369
Manson|Manson Elementary,47.889846,-120.15376
Manson|Manson Junior Senior High,47.8916,-120.1534
Mary M Knight|Mary M. Knight Elementary,47.1993,-123.4322
Mary M Knight|Mary M. Knight High,47.1993,-123.4322
Mary Walker|Mary Walker High,48.059961,-117.74621
Mary Walker|Springdale Elementary,48.052474,-117.742195
Mary Walker|Springdale Middle,48.0533963,-117.7410308
Marysville|Allen Creek Elementary,48.054927,-122.14763
Marysville|Cascade Elementary,48.084252,-122.16063
Marysville|Cedarcrest,48.0736781,-122.1434922
Marysville|Grove Elementary,48.0640423,-122.1435292
Marysville|Kellogg Marsh Elementary,48.077301,-122.14414
Marysville|Liberty Elementary,48.059065,-122.16976
Marysville|Marshall Elementary,48.101825,-122.17158
Marysville|Marysville Middle,48.056361,-122.16413
Marysville|Marysville Mountain View High,48.065877,-122.17229
Marysville|Marysville Pilchuck High,48.0957,-122.1543
Marysville|Marysville-Getchell High School Campus,48.074315,-122.119752
Marysville|Marysville-Tulalip Campus,48.061397,-122.194907
Marysville|Pinewood Elementary,48.073061,-122.16141
Marysville|Quil Ceda Tulalip Elementary,48.064,-122.199
Marysville|Shoultes Elementary,48.118172,-122.16178
Marysville|Sunnyside Elementary,48.030078,-122.14277
Marysville|Totem Middle,48.054775,-122.17446
McCleary|McCleary Elementary,47.049248,-123.26583
Mead|Brentwood Elementary,47.762891,-117.4175
Mead|Colbert Elementary,47.8085,-117.34308
Mead|Evergreen Elementary,47.735112,-117.41506
Mead|Farwell Elementary,47.775923,-117.38012
Mead|Mead Alternative High,47.767322,-117.4212
Mead|Mead Education Partnership Program,47.73904957,-117.4537704
Mead|Mead Senior High,47.770021,-117.41443
Mead|Meadow Ridge Elementary,47.799686,-117.35905
Mead|Midway Elementary,47.8098,-117.396
Mead|Mountainside Middle,47.802947,-117.34203
Mead|Mt Spokane High,47.788513,-117.32319
Mead|Northstar,47.80204665,-117.3048477
Mead|Northwood Middle,47.775608,-117.38326
Mead|Prairie View Elementary,47.745086,-117.44826
Mead|Riverpoint Academy,47.80204665,-117.3048477
Mead|Shiloh Hills Elementary,47.7339,-117.4011
Medical Lake|Hallett Elementary,47.568532,-117.67814
Medical Lake|Medical Lake High,47.576343,-117.68132
Medical Lake|Medical Lake Middle,47.5722,-117.67
Medical Lake|Michael Anderson Elementary,47.631944,-117.66001
Mercer Island|Island Park Elementary,47.55349,-122.22217
Mercer Island|Islander Middle (old),47.537946,-122.22853
Mercer Island|Lakeridge Elementary,47.5326253,-122.2289958
Mercer Island|Mercer Island Administration,47.571283,-122.22345
Mercer Island|Mercer Island Crest Learning Center,47.571722,-122.223236
Mercer Island|Mercer Island High,47.5716269,-122.2183584
Mercer Island|Mercer Island Maintenance,47.572589,-122.222958
Mercer Island|Mercer Island Stadium & Playfields,47.571856,-122.221764
Mercer Island|Northwood Elementary,47.573756,-122.223245
