key,lat,lng
Mercer Island|West Mercer Elementary,47.5717925,-122.2310661
Meridian|Irene Reither Elementary,48.8645968,-122.4405486
Meridian|Meridian High,48.8558298,-122.4917768
Meridian|Meridian Middle,48.8693142,-122.4452299
Meridian|Meridian Parent Partnership Program,48.8652942,-122.4389869
Methow Valley|Liberty Bell Junior Senior High,48.442521,-120.16986
Methow Valley|Methow Valley Elementary,48.440559,-120.16619
Methow Valley|Methow Valley Independent Learning Center,48.3636296,-120.1229419
Mill A|Mill A Elementary,45.7575844,-121.6493934
Monroe|Chain Lake Elementary,47.887427,-121.96799
Monroe|Frank Wagner Elementary,47.854035,-121.982401
Monroe|Fryelands Elementary,47.858867,-122.01149
Monroe|Hidden River Middle,47.8005,-122.1087
Monroe|Maltby Elementary,47.804334,-122.10185
Monroe|Monroe High,47.844237,-122.01018
Monroe|Park Place Middle,47.8499,-121.989
Monroe|Salem Woods Elementary,47.8815,-121.9384
Monroe|Sky Valley Education Center1 (Old MMS),47.856257,-121.97567
Monroe|Wagner Center (Leaders In Learning),47.8534878,-121.9791519
Montesano|Beacon Avenue Elementary,46.98435,-123.58059
Montesano|Montesano Junior Senior High,46.98349,-123.59638
Montesano|Simpson Avenue Elementary,46.985653,-123.60617
Morton|Morton Bus Garage,46.5602226,-122.2757958
Morton|Morton Elementary,46.5583851,-122.2790399
Morton|Morton Junior Senior High,46.5524727,-122.27271
Moses Lake|Central Washington Region Transportation Cooperative,47.10602,-119.26361
Moses Lake|Chief Moses Middle,47.115323,-119.2591
Moses Lake|Columbia Basin Technical Skills Center,47.1044889,-119.2642885
Moses Lake|Endeavor Middle,47.182844,-119.32165
Moses Lake|Frontier Middle,47.126631,-119.28323
Moses Lake|Garden Heights Elementary,47.115744,-119.26547
Moses Lake|Knolls Vista Elementary,47.134826,-119.28554
Moses Lake|Lakeview Terrace Elementary,47.12383,-119.25864
Moses Lake|Larson Heights Elementary,47.166301,-119.32259
Moses Lake|Longview Elementary,47.151716,-119.28177
Moses Lake|Midway Elementary,47.118379,-119.2896
Moses Lake|Moses Lake High,47.111922,-119.26652
Moses Lake|North Elementary,47.173209,-119.32716
Moses Lake|Park Orchard Elementary,47.133616,-119.298514
Moses Lake|Peninsula Elementary,47.105995,-119.30347
Moses Lake|Sage Point Elementary,47.090437,-119.31651
Mossyrock|Mossyrock Elementary,46.53142,-122.4862
Mossyrock|Mossyrock Junior Senior High,46.53142,-122.4862
Mount Adams|Harrah Elementary,46.406922,-120.54345
Mount Adams|Mount Adams Middle,46.378377,-120.73211
Mount Adams|White Swan High,46.378377,-120.73211
Mount Baker|Acme Elementary,48.718947,-122.2088
Mount Baker|Harmony Elementary,48.823,-122.332
Mount Baker|Kendall Elementary,48.9162,-122.1415
Mount Baker|Mount Baker Junior High,48.8254,-122.2202
Mount Baker|Mount Baker Senior High,48.8254,-122.2202
Mount Pleasant|Mount Pleasant Elementary,45.563842,-122.23029
Mount Vernon|Centennial Elementary,48.441935,-122.30006
Mount Vernon|Jefferson Elementary,48.4069,-122.31796
Mount Vernon|La Venture Middle,48.431086,-122.31198
Mount Vernon|Lincoln Elementary,48.41526,-122.3278
Mount Vernon|Little Mountain Elementary,48.412395,-122.31176
Mount Vernon|Madison Elementary,48.429658,-122.32862
Mount Vernon|Mount Baker Middle,48.412395,-122.31176
Mount Vernon|Mount Vernon High,48.42401,-122.32699
Mount Vernon|Mount Vernon Special Ed,48.416404,-122.337686
Mount Vernon|NCTA Marine Tech (Anacortes),48.509458,-122.609603
Mount Vernon|NCTA Quall Campus,48.438239,-122.312828
Mount Vernon|Washington Elementary,48.42,-122.3487
Mukilteo|ACES High,47.9108541,-122.244085
Mukilteo|Challenger Elementary,47.9114943,-122.2427646
Mukilteo|Columbia Elementary,47.902512,-122.30432
Mukilteo|Discovery Elementary,47.8918841,-122.2339821
Mukilteo|Endeavour Elementary,47.8850987,-122.3114848
Mukilteo|Explorer Middle,47.9120138,-122.2472055
Mukilteo|Fairmount Elementary,47.8943639,-122.2696614
Mukilteo|Harbour Pointe Middle,47.9027004,-122.299845
Mukilteo|Horizon Elementary,47.9205329,-122.2375144
Mukilteo|Kamiak High,47.9007604,-122.3023069
Mukilteo|Lake Stickney Elementary School (old),47.870178,-122.255461
Mukilteo|Mariner High,47.8887009,-122.236215
Mukilteo|Mukilteo Elementary,47.9328586,-122.3023934
Mukilteo|Odyssey Elementary,47.879662,-122.254639
Mukilteo|Olivia Park Elementary,47.8997396,-122.236576
Mukilteo|Olympic View Middle,47.9302131,-122.3013596
Mukilteo|Picnic Point Elementary,47.8723616,-122.3128276
Mukilteo|Serene Lake Elementary,47.8723234,-122.2972
Mukilteo|Sno-Isle Skills Center,47.9174932,-122.2704599
Mukilteo|Voyager Middle,47.8919694,-122.2379174
Naches Valley|Naches Valley High,46.736298,-120.70312
Naches Valley|Naches Valley Intermediate,46.73037,-120.694
Naches Valley|Naches Valley Middle,46.729146,-120.69687
Naches Valley|Naches Valley Primary School (old),46.669538,-120.61146
Napavine|Napavine Elementary,46.5784777,-122.9052415
Napavine|Napavine Junior Senior High,46.5771506,-122.9041156
Naselle-Grays River Valley|Naselle Elementary,46.3766214,-123.8011681
Naselle-Grays River Valley|Naselle Junior Senior High Schools,46.3771692,-123.8020836
Nespelem|Nespelem Elementary,48.165636,-118.98641
Newport|Newport High,48.177174,-117.06189
Newport|Sadie Halstead Middle,48.177174,-117.06189
Newport|Stratton Elementary,48.176577,-117.05615
Nine Mile Falls|Lake Spokane Elementary,47.8179005,-117.5837412
Nine Mile Falls|Lakeside High,47.8089931,-117.5581228
Nine Mile Falls|Lakeside Middle,47.83112429,-117.6003566
Nine Mile Falls|Nine Mile Falls Elementary,47.7799307,-117.5515911
Nine Mile Falls|Nine Mile Falls School District Office,47.7806927,-117.552573
Nooksack Valley|Everson Elementary,48.9094968,-122.3603338
Nooksack Valley|Nooksack Elementary,48.926434,-122.3074259
Nooksack Valley|Nooksack Valley High,48.9647355,-122.3085632
Nooksack Valley|Nooksack Valley Middle,48.9204786,-122.327492
Nooksack Valley|Sumas Elementary,48.9941682,-122.2598889
North Beach|North Beach Junior High,47.018545,-124.15817
North Beach|Ocean City Admin.,47.072999,-124.164957
North Beach|Ocean Shores Elementary,46.977611,-124.15446
North Beach|Pacific Beach Elementary,47.20832,-124.1995
North Franklin|Basin City Elementary,46.5949,-119.15422
North Franklin|Connell High,46.662195,-118.87206
North Franklin|Mesa Elementary,46.575103,-119.00156
North Franklin|New - Connell Elementary,46.6639049,-118.8695884
North Franklin|Palouse Junction High,46.660864,-118.85704
North Franklin|Robert L. Olds Junior High,46.6628596,-118.8704085
North Kitsap|Breidablik Elementary,47.7914043,-122.6589456
North Kitsap|David Wolfle Elementary,47.8023156,-122.5167545
North Kitsap|Hilder Pearson Elementary,47.7041934,-122.6540645
North Kitsap|Kingston High,47.7994267,-122.5205085
North Kitsap|Kingston Middle,47.7955987,-122.525739
North Kitsap|North Kitsap High,47.7340319,-122.6256785
North Kitsap|Poulsbo Elementary,47.7307001,-122.6183835
North Kitsap|Poulsbo Middle,47.733012,-122.62235
North Kitsap|Richard Gordon Elementary,47.8026,-122.5163484
North Kitsap|Spectrum,47.7962921,-122.5164085
North Kitsap|Suquamish Elementary,47.7355,-122.556522
North Kitsap|Vinland Elementary,47.7636825,-122.6743329
North Mason|Belfair Elementary,47.438813,-122.83427
North Mason|Hawkins Middle,47.4154275,-122.8410473
North Mason|Interpretive Center,47.4387385,-122.8353937
North Mason|North Mason Senior High,47.4138982,-122.8414748
North Mason|Other District,47.4132,-122.8415
North Mason|Sand Hill Elementary,47.4585076,-122.8461824
North River|North River,46.8469312,-123.6278807
North Thurston|Aspire Middle,47.000956,-122.80519
North Thurston|Chambers Prairie Elementary,46.99184,-122.805874
North Thurston|Chinook Middle,47.0531,-122.8271
North Thurston|Evergreen Forest Elementary,47.0195,-122.7595
North Thurston|Horizons Elementary,46.9861,-122.8231
North Thurston|Komachin Middle,47.014657,-122.82224
North Thurston|Lacey Elementary,47.0294,-122.8033
North Thurston|Lakes Elementary,47.005,-122.8008
North Thurston|Lydia Hawk Elementary,47.04758,-122.77796
North Thurston|Meadows Elementary,47.04745,-122.74067
North Thurston|Mountain View Elementary,47.0286,-122.8225
North Thurston|Nisqually Middle,47.0476,-122.7671
North Thurston|North Thurston District Office,47.051018,-122.82334
North Thurston|North Thurston High,47.0519,-122.8324
North Thurston|North Thurston Service Center,47.0347,-122.7924
North Thurston|Olympic View Elementary,47.0589,-122.7793
North Thurston|Pleasant Glade Elementary,47.062226,-122.82526
North Thurston|River Ridge High,47.0562,-122.7522
North Thurston|Seven Oaks Elementary,47.02832,-122.7712
North Thurston|South Bay Elementary,47.085573,-122.83455
North Thurston|South Sound High,47.052654,-122.82461
North Thurston|Timberline High,47.0072,-122.8004
North Thurston|Woodland Elementary,47.005558,-122.77873
Northport|Northport Elementary,48.9116,-117.7894
Northport|Northport High,48.9116,-117.7894
Northshore|Arrowhead Elementary,47.7373132,-122.2512782
Northshore|Bear Creek Elementary,47.7587889,-122.0803609
Northshore|Bothell High,47.7599766,-122.2190151
Northshore|Canyon Creek Elementary,47.8047409,-122.187733
Northshore|Canyon Park Junior High,47.7826633,-122.2012714
Northshore|Cottage Lake Elementary,47.7446909,-122.0795194
Northshore|Crystal Springs Elementary,47.8011782,-122.2202975
Northshore|East Ridge Elementary,47.7406992,-122.0427915
Northshore|Fernwood Elementary,47.8201555,-122.1792375
Northshore|Frank Love Elementary,47.7956,-122.23632
Northshore|Hollywood Hill Elementary,47.751984,-122.14077
Northshore|Inglemoor High,47.740453,-122.22253
Northshore|Kenmore Elementary,47.76722,-122.2457
Northshore|Kenmore Junior High,47.7761257,-122.2539326
Northshore|Kokanee Elementary,47.781834,-122.15947
Northshore|Leota Junior High,47.767032,-122.116
Northshore|Lockwood Elementary,47.7787653,-122.255393
Northshore|Maywood Hills Elementary,47.7696786,-122.1982975
Northshore|Moorlands Elementary,47.7382878,-122.2299616
Northshore|Northshore Junior High,47.742723,-122.17976
Northshore|Secondary Academy for Success (new),47.797617,-122.200264
Northshore|Shelton View Elementary,47.785541,-122.23962
Northshore|Skyview Junior High,47.803462,-122.19046
Northshore|Sorenson Early Childhood Center,47.770959,-122.22404
Northshore|Sunrise Elementary,47.727588,-122.10865
Northshore|Timbercrest Junior High,47.766015,-122.05057
Northshore|Wellington Elementary,47.7676978,-122.120102
Northshore|Westhill Elementary,47.770411,-122.22417
Northshore|Woodin Elementary,47.76814,-122.16837
Northshore|Woodinville High,47.770892,-122.16143
Northshore|Woodmoor Elementary,47.741268,-122.17656
Oak Harbor|Broad View Elementary,48.294732,-122.66687
Oak Harbor|Clover Valley,48.329197,-122.673992
Oak Harbor|Crescent Harbor Elementary,48.306938,-122.5970513
Oak Harbor|Hillcrest Elementary,48.302,-122.6771784
Oak Harbor|North Whidbey Middle,48.2990761,-122.6476844
Oak Harbor|Oak Harbor Elementary,48.2971386,-122.6438594
Oak Harbor|Oak Harbor High,48.3009748,-122.6686956
Oak Harbor|Oak Harbor Middle,48.2935544,-122.6592907
Oak Harbor|Olympic View Elementary,48.3007973,-122.6338456
Oakesdale|Oakesdale Elementary,47.1268,-117.2434
Oakesdale|Oakesdale High,47.1268,-117.2434
Oakville|Oakville,46.840095,-123.24074
Ocean Beach|District Office Building,46.205574,-124.030851
Ocean Beach|Ilwaco High,46.313464,-123.039775
Ocean Beach|Kaino Gym,46.183629,-124.021887
Ocean Beach|Long Beach Elementary,46.349123,-124.05171
Ocean Beach|Maintenance Building,46.184508,-124.023062
Ocean Beach|Ocean Beach Early Childhood Center,46.34889,-124.052475
Ocean Beach|Ocean Park Elementary,46.488445,-124.05074
Ocean Beach|Technology Portable,46.184538,-124.022629
Ocean Beach|Transportation Building,46.184196,-124.021845
Ocosta|Bus Garage,46.86294,-124.10027
Ocosta|Community Gym,46.8633733,-124.1005111
Ocosta|Grandstands,46.86361,-124.0995
Ocosta|Ocosta Elementary,46.861897,-124.099708
Ocosta|Ocosta Junior Senior High,46.864404,-124.100877
Ocosta|Tractor Shed,46.864299,-124.099674
Odessa|Odessa High,47.330848,-118.6882
Odessa|P C Jantz Elementary,47.330707,-118.689301
Okanogan|Grainger Elementary,48.3593,-119.59182
Okanogan|Okanogan High,48.364936,-119.58483
Okanogan|Okanogan Middle,48.366392,-119.581901
Olympia|Avanti High,47.0435,-122.8877
Olympia|Boston Harbor Elementary,47.13775,-122.8855
Olympia|Capital High,47.0504,-122.9355
Olympia|Centennial Elementary,47.005089,-122.86147
Olympia|Former John Rogers Elementary,47.068,-122.8735
Olympia|Garfield Elementary,47.048705,-122.92021
Olympia|Jefferson Middle,47.051999,-122.9278
Olympia|Julia Butler Hansen Elementary,47.062,-122.9541
Olympia|Leland P Brown Elementary,47.0713,-122.92593
Olympia|Lincoln Elementary,47.029799,-122.89887
Olympia|Madison Elementary,47.043891,-122.886121
Olympia|McKenny Elementary,47.018652,-122.85626
Olympia|McLane Elementary,47.043486,-122.97917
Olympia|Olympia High,47.0182,-122.8844
Olympia|ORLA (Olympia Regional Learning Academy),47.03623801,-122.8680579
Olympia|Pioneer Elementary,47.019098,-122.87907
Olympia|Reeves Middle,47.064608,-122.89153
Olympia|Roosevelt Elementary,47.056601,-122.88531
Olympia|Thurgood Marshall Middle,47.0623,-122.951
Olympia|Washington Middle,47.020844,-122.86872
Omak|E Omak Elementary,48.4059151,-119.515862
Omak|N Omak Elementary,48.4179982,-119.51751
Omak|Omak High,48.4095567,-119.5339028
Omak|Omak Middle,48.4105044,-119.5336003
Onalaska|Onalaska Elementary,46.581805,-122.719432
Onalaska|Onalaska High,46.5817,-122.7185
Onalaska|Onalaska Middle,46.581817,-122.721
Onion Creek|Onion Creek Elementary,48.783578,-117.80989
Orcas Island|Orcas Island K-12,48.6987086,-122.9031935
Orcas Island|Waldron Island,48.6994328,-123.0304443
Orchard Prairie|Orchard Prairie Elementary,47.727876,-117.31415
Orient|Orient Elementary,48.867978,-118.205
Orondo|Orondo Elementary and Middle,47.640909,-120.216406
Oroville|Oroville Elementary,48.932699,-119.43705
Oroville|Oroville Middle High,48.934303,-119.43896
Orting|Orting High,47.1020501,-122.209285
Orting|Orting Middle,47.102922,-122.21749
Orting|Orting Primary,47.101367,-122.20734
Orting|Ptarmigan Ridge Intermediate,47.104503,-122.21885
Othello|Administration,46.485055,-119.102219
Othello|Desert Oasis High,46.83198,-119.16508
Othello|District Conference Center,46.49095,-119.094525
Othello|Early Childhood Development Building,46.8194421,-119.1556179
Othello|Hiawatha Elementary,46.8307,-119.1649
Othello|Lutacaga Elementary,46.8179094,-119.1640533
Othello|Maintenance Shop Bldg,46.492427,-119.102838
Othello|McFarland Middle,46.817859,-119.15968
Othello|Othello High,46.8228,-119.1661
Othello|Othello Region Transportation Cooperative,46.8232165,-119.167999
Othello|Pig Farm,46.47145,-119.11002
Othello|Scootney Springs Elementary,46.819698,-119.15288
Othello|Transportation,46.492103,-119.100647
Othello|Wahitis Elementary,46.816224,-119.15275
Palisades|Palisades Elementary,47.416405,-119.91601
Palouse|Palouse Elementary,46.9122674,-117.0709526
Palouse|Palouse High,46.9122085,-117.0709382
Pasco|Barbara McClintock STEM Elementary,46.27894242,-119.1687114
Pasco|C.L. Booth Building,46.22827,-119.10319
Pasco|Captain Gray STEM Elementary,46.240137,-119.102531
Pasco|Chiawana High,46.2571359,-119.1974644
Pasco|Delta High,46.2805962,-119.2201428
Pasco|Edwin Markham Elementary,46.430314,-119.1979
Pasco|Ellen Ochoa Middle,46.245209,-119.0724
Pasco|Emerson Elementary,46.237928,-119.11091
Pasco|James Mcgee Elementary,46.268405,-119.14227
Pasco|Longfellow Elementary,46.230952,-119.10196
Pasco|Marie Curie STEM Elementary,46.2444313,-119.0803643
Pasco|Mark Twain Elementary,46.244477,-119.14292
Pasco|Maya Angelou Elementary,46.281876,-119.1994
Pasco|McLoughlin Middle,46.253705,-119.20496
Pasco|New Horizons Alt High,46.251908,-119.1288
Pasco|Pasco Senior High,46.239845,-119.10499
Pasco|Robert Frost Elementary,46.247032,-119.11919
Pasco|Rosalind Franklin STEM Elementary,46.25641,-119.15859
Pasco|Rowena Chess Elementary,46.235576,-119.12191
Pasco|Ruth Livingston Elementary,46.251343,-119.19956
Pasco|Stevens Middle,46.238475,-119.1215
Pasco|Virgie Robinson Elementary,46.233372,-119.07436
Pasco|Whittier Elementary,46.239992,-119.07688
Pateros|Pateros K-12,48.0519531,-119.9064311
Paterson|Paterson Elementary,45.9386,-119.60894
Pe Ell|Pe Ell,46.5748,-123.2995
Peninsula|Artondale Elementary,47.294504,-122.6216
Peninsula|Discovery Elementary,47.331568,-122.60374
Peninsula|Educational Service Center,47.3846727,-122.618523
Peninsula|Evergreen Elementary,47.240685,-122.77134
Peninsula|Gig Harbor High,47.331152,-122.60549
Peninsula|Goodman Middle,47.291821,-122.59178
Peninsula|Harbor Heights Elementary,47.292553,-122.59333
Peninsula|Harbor Ridge Middle,47.341,-122.59218
Peninsula|Henderson Bay Alt High,47.3328,-122.6032
Peninsula|Key Peninsula Middle,47.308755,-122.7552
Peninsula|Kopachuck Middle,47.30916,-122.67813
Peninsula|Minter Creek Elementary,47.373,-122.69281
Peninsula|Peninsula High,47.386284,-122.62442
Peninsula|Purdy Elementary,47.385124,-122.61996
Peninsula|Soundview Annex,47.3112159,-122.5806133
Peninsula|Technical Support,47.3849744,-122.6191698
Peninsula|Transportation & Maintenance,47.385605,-122.62051
Peninsula|Vaughn Elementary,47.344693,-122.7707
Peninsula|Voyager Elementary,47.308647,-122.67879
Peninsula|Warehouse/Print Shop,47.385993,-122.618317
Pioneer|Pioneer Intermediate Middle,47.257966,-123.00244
Pioneer|Pioneer Primary,47.258171,-123.00092
Pomeroy|Pomeroy Elementary,46.47288,-117.59697
Pomeroy|Pomeroy Junior Senior High,46.471893,-117.59584
Port Angeles|Dry Creek Elementary,48.1127,-123.5378
Port Angeles|Franklin Elementary,48.1037,-123.424
Port Angeles|Hamilton Elementary,48.1275,-123.474
Port Angeles|Jefferson Elementary,48.1079,-123.4405
Port Angeles|Lincoln High,48.1191,-123.4565
Port Angeles|Maintenance and Operations,48.099692,-123.438652
Port Angeles|Monroe Elementary,48.102488,-123.387076
Port Angeles|North Olympic Peninsula Skills Center,48.1190353,-123.4556575
Port Angeles|Port Angeles High,48.101,-123.441
Port Angeles|Port Angeles District Central Service,48.114947,-123.432456
Port Angeles|Roosevelt Elementary,48.102558,-123.39039
Port Angeles|Stevens Middle,48.117,-123.4656
Port Angeles|Transportation Maintenance Center,48.095366,-123.382655
Port Townsend|Blue Heron Middle,48.1289,-122.7791
Port Townsend|Grant Street Elementary,48.112174,-122.7921
Port Townsend|Port Townsend High,48.118107,-122.76804
Prescott|Prescott Elementary,46.2984541,-118.3182326
Prescott|Prescott Junior Senior High,46.2976,-118.3199
Prosser|Housel Middle,46.208545,-119.75309
Prosser|Keene-Riverview Elementary,46.20102,-119.77547
Prosser|Prosser Falls Education Center,46.212,-119.771
Prosser|Prosser Heights Elementary,46.211894,-119.75214
Prosser|Prosser High,46.2037,-119.7662
Prosser|Whitstran Elementary,46.235286,-119.70864
Pullman|Franklin Elementary,46.71763,-117.17114
Pullman|Jefferson Elementary,46.740362,-117.18103
Pullman|Lincoln Middle,46.71908,-117.18034
Pullman|Pullman High,46.7476,-117.1857
Pullman|Sunnyside Elementary,46.7275,-117.188
Puyallup|Aylen Junior High,47.1932628,-122.3131663
Puyallup|Ballou Junior High,47.1323267,-122.2963923
Puyallup|Carson Elementary,47.0900881,-122.3119713
Puyallup|Doris Stahl Junior High,47.1024371,-122.2997944
Puyallup|E B Walker High School Alternative,47.2051346,-122.282237
Puyallup|Edgemont Junior High,47.2366703,-122.2829199
Puyallup|Edgerton Elementary,47.1061013,-122.2601643
Puyallup|Edward Zeiger Elementary,47.1385,-122.3049263
Puyallup|Emerald Ridge High,47.0891882,-122.2631354
Puyallup|Ferrucci Junior High,47.160271,-122.2706637
Puyallup|Firgrove Elementary,47.1300767,-122.2934763
Puyallup|Frank Brouillet Elementary,47.0997516,-122.3036562
Puyallup|Fruitland Elementary,47.1765296,-122.3244737
Puyallup|Glacier View Junior High,47.0882984,-122.2592543
Puyallup|Governor John Rogers High,47.138804,-122.31313
Puyallup|Hilltop Elementary,47.2385,-122.28303
Puyallup|Kalles Junior High,47.1871758,-122.2879199
Puyallup|Karshner Elementary,47.1979273,-122.3127456
Puyallup|Maplewood Elementary,47.1901597,-122.3092887
Puyallup|Meeker Elementary,47.1884098,-122.2988037
Puyallup|Mt View Elementary,47.2261271,-122.2712303
Puyallup|Northwood Elementary,47.2377684,-122.2981876
Puyallup|Pope Elementary,47.1180501,-122.2677761
Puyallup|Puyallup High,47.1912316,-122.3025306
Puyallup|Ridgecrest Elementary,47.1407154,-122.2586616
Puyallup|Riverside Elementary,47.2175,-122.3549
Puyallup|Shaw Road Elementary,47.1817284,-122.2569887
Puyallup|South Hill Park,47.1606789,-122.3019841
Puyallup|Spinning Elementary,47.1887127,-122.2772443
Puyallup|Stewart Elementary,47.1937014,-122.2886731
Puyallup|Summit at Sparks,47.1864603,-122.3012162
Puyallup|Sunrise Elementary,47.1552843,-122.2620244
Puyallup|Waller Road Elementary,47.1994879,-122.3893232
Puyallup|Warren Hunt Elementary,47.1259308,-122.2581705
Puyallup|Wildwood Elementary,47.1664496,-122.2737255
Puyallup|Woodland Elementary,47.1553,-122.32587
Queets-Clearwater|Queets-Clearwater Elementary,47.8946,-124.3562
Quilcene|Quilcene High And Elementary,47.823342,-122.87478
Quillayute Valley|Forks Alternative High,47.946083,-124.38379
Quillayute Valley|Forks Elementary,47.947635,-124.37883
Quillayute Valley|Forks Intermediate,47.9494,-124.3838
Quillayute Valley|Forks Junior Senior High,47.948493,-124.38378
Quillayute Valley|Forks Maintenance Department,47.949846,-124.38206
Quillayute Valley|Quillayute Valley District - Forks Administration Office,47.946701,-124.384211
Quillayute Valley|Quillayute Valley District - Forks Transportation Department,47.956643,-124.387099
Quillayute Valley|QVSD - Auxiliary Gym,47.947676,-124.382261
Quillayute Valley|QVSD - Hatchery,47.946818,-124.383023
Quillayute Valley|QVSD - Stadium and Tower,47.947464,-124.380829
Quincy|George Elementary,47.0759463,-119.8567273
Quincy|High Tech High,47.2341434,-119.8547646
Quincy|Monument Elementary,47.22588,-119.874267
Quincy|Mountain View Elementary,47.2418497,-119.8564042
Quincy|Pioneer Elementary,47.2300692,-119.8486868
Quincy|Quincy High,47.2363365,-119.8407571
Quincy|Quincy Junior High,47.2357021,-119.84595
Quincy|Quincy Maintenance Department,47.2429134,-119.8557769
Quincy|Quincy School District Offices,47.230358,-119.855181
Quincy|Quincy SD School Bus Garage,47.2341641,-119.8395919
Quincy|Support Services Building,47.2306584,-119.8512313
Rainier|Rainier Elementary,46.8831218,-122.6926925
Rainier|Rainier High,46.8859098,-122.6893671
Rainier|Rainier Middle,46.8865231,-122.6887569
Raymond|Raymond Elementary,46.685861,-123.7256
Raymond|Raymond Junior Senior High,46.685152,-123.72562
Reardan-Edwall|Reardan Elementary,47.6670112,-117.8765003
Reardan-Edwall|Reardan Middle Senior High,47.6677538,-117.8762108
Renton|Benson Hill Elementary,47.4348094,-122.1870636
Renton|Bryn Mawr Elementary,47.4977952,-122.229206
Renton|Campbell Hill Elementary,47.4923216,-122.2534461
Renton|Cascade Elementary,47.4588225,-122.1852367
Renton|Dimmitt Middle,47.492541,-122.23229
Renton|Hazelwood Elementary,47.5379326,-122.1846788
Renton|Hazen Senior High,47.501316,-122.15251
Renton|Highlands Elementary,47.4949794,-122.1823522
Renton|Honey Dew Elementary,47.4962327,-122.1638737
Renton|Kennydale Elementary,47.5169993,-122.1967773
Renton|Lakeridge Elementary,47.4997234,-122.2403956
Renton|Lindbergh Senior High,47.4546547,-122.1671403
Renton|Maplewood Heights Elementary,47.482431,-122.1479008
Renton|McKnight Middle,47.5055641,-122.1847208
Renton|Meadow Crest Early Learning Center,47.5082648,-122.1809364
Renton|Nelsen Middle,47.4575517,-122.1981538
Renton|Renton Park Elementary,47.4518218,-122.1690152
Renton|Renton Senior High,47.4815936,-122.2117086
Renton|Sartori Education Center,47.4875916,-122.20063
Renton|Secondary Learning Center,47.485203,-122.237433
Renton|Sierra Heights Elementary,47.5144208,-122.1657028
Renton|Spring Glen HOME Program,47.4564609,-122.1971536
Renton|Talbot Hill Elementary,47.4585886,-122.2107316
Renton|Tiffany Park Elementary,47.4652179,-122.1777703
Republic|Republic Elementary,48.609982,-118.541484
Republic|Republic Junior High,48.6408172,-118.7266819
Republic|Republic Senior High,48.641797,-118.54147
Richland|Badger Mountain Elementary,46.233567,-119.2705
Richland|Carmichael Middle,46.272788,-119.2903
Richland|Chief Joseph Middle,46.296,-119.2831
Richland|Enterprise Middle,46.286564,-119.35531
Richland|Hanford High,46.325,-119.2672
Richland|Jason Lee Elementary,46.294827,-119.29507
Richland|Jefferson Elementary,46.29232,-119.2725
Richland|Lewis & Clark Elementary School (new),46.26984,-119.2759
Richland|Lewis and Clark Elementary School (old),46.270683,-119.2779
Richland|Marcus Whitman Elementary (new),46.30168837,-119.2848493
Richland|Marcus Whitman Elementary School (old),46.273008,-119.29502
Richland|Orchard Elementary (El #10),46.232457,-119.290582
Richland|Richland Administration and Special Programs,46.273928,-119.293448
Richland|Richland High,46.2781,-119.288
Richland|Rivers Edge High,46.2723,-119.2768
Richland|Sacajawea Elementary School (new),46.246359,-119.2785
Richland|Sacajawea Elementary School (old),46.30695,-119.276
Richland|Tapteal Elementary,46.306982,-119.36834
Richland|White Bluffs Elementary,46.249062,-119.32721
Richland|Wiley Elementary,46.274643,-119.35559
Ridgefield|Ridgefield High,45.797249,-122.71438
Ridgefield|South Ridge Elementary,45.765719,-122.67507
Ridgefield|Union Ridge Elementary,45.817401,-122.74194
Ridgefield|View Ridge Middle,45.816094,-122.74204
Ritzville|Ritzville Grade,47.126082,-118.36999
Ritzville|Ritzville High,47.12613,-118.36844
Riverside|Chattaroy Elementary,47.8923417,-117.3582579
Riverside|Riverside Elementary,47.9665732,-117.3564456
Riverside|Riverside High,47.9692632,-117.3519159
Riverside|Riverside Middle,47.9660026,-117.3535672
Riverview|Carnation Elementary,47.6474,-121.914
Riverview|Cedarcrest High,47.735336,-121.9527
Riverview|Cherry Valley Elementary,47.747152,-121.9824
Riverview|Riverview Learning Center,47.652217,-121.907875
Riverview|Stillwater Elementary,47.699489,-121.91098
Riverview|Tolt Middle,47.64053,-121.91344
Rochester|Grand Mound Elementary,46.79747,-123.04427
Rochester|Rochester High,46.7987735,-123.0437156
Rochester|Rochester Middle,46.820926,-123.091
Rochester|Rochester Primary,46.794941,-123.03944
Roosevelt|Roosevelt Elementary,45.740944,-120.21946
Rosalia|Rosalia Elementary and Secondary,47.230829,-117.3689
Royal|Red Rock Elementary,46.910625,-119.6243
Royal|Royal High,46.91238,-119.62813
Royal|Royal Intermediate,46.9122268,-119.6227893
Royal|Royal Middle,46.911166,-119.62664
"San Juan Island|Carter Avenue ""Community"" Fields",48.53624675,-123.0284889
San Juan Island|District Office,48.53390681,-123.020377
San Juan Island|Friday Harbor Elementary,48.528029,-123.01491
San Juan Island|Friday Harbor High,48.5358,-123.02194
San Juan Island|Friday Harbor Middle,48.5358,-123.02194
San Juan Island|Griffin Bay,48.534978,-123.0225
San Juan Island|Stuart Island Elementary,48.533652,-123.020111
Satsop|Satsop Elementary,47.0030949,-123.4804712
Seattle|Adams Elementary,47.6733762,-122.3921734
Seattle|Aki Kurose Middle,47.5462024,-122.2825585
Seattle|Alki Elementary,47.5773094,-122.4078595
Seattle|B. F. Day Elementary,47.6547464,-122.3490389
